Date,County,Circuit,Counts,OffenseSeriousness,OffenseCode,OffenseType,Sentence,Statute,JudgeID,Trial,Incarceration,Age,Black,EventID,CriminalHistory,ExpMinSentence,Week
2001-02-12,Spartanburg,7,18,2,478,Theft,12.0,16-13-0030(B)(1),Judge 29,0,1,35,0,11142,extensive,3.0,7-2001
2001-02-12,Laurens,8,4,2,478,Theft,24.0,16-13-0030(B)(1),Judge 29,0,1,33,0,11143,minimal,6.0,7-2001
2001-02-12,Union,16,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 29,0,0,32,0,11144,minimal,0.0,7-2001
2001-02-12,Union,16,4,2,2427,Fraud,30.0,16-13-0010(B)(2),Judge 29,0,1,21,0,11145,moderate,7.5,7-2001
2001-02-12,Spartanburg,7,12,2,2427,Fraud,24.0,16-13-0010(B)(2),Judge 29,0,1,28,0,11146,minimal,6.0,7-2001
2001-02-13,Union,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,30,0,11147,none,0.0,7-2001
2001-02-13,Union,16,2,4,80,Burglary,36.0,16-11-0312(A),Judge 29,0,1,17,1,11148,none,9.0,7-2001
2001-02-13,Union,16,2,7,114,Drug Distribution,144.0,44-53-0375(B)(3),Judge 29,0,1,23,1,11149,moderate,122.39999999999999,7-2001
2001-02-13,Union,16,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 29,0,0,19,0,11150,none,0.0,7-2001
2001-02-13,Union,16,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,24,0,11151,none,0.0,7-2001
2001-02-14,Union,16,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 29,0,0,18,0,11152,none,0.0,7-2001
2001-02-15,Union,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,18,1,11153,minimal,0.0,7-2001
2001-02-26,York,16,1,1,27,Drug Possesion,0.0,44-53-0420,Judge 29,0,0,23,0,11154,none,0.0,9-2001
2001-02-26,York,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 29,0,0,28,1,11155,minimal,0.0,9-2001
2001-02-26,York,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 29,0,0,18,0,11156,none,0.0,9-2001
2001-02-28,York,16,6,7,114,Drug Distribution,144.0,44-53-0375(B)(3),Judge 29,0,1,28,1,11157,moderate,122.39999999999999,9-2001
2001-02-28,York,16,1,4,2468,Other,96.0,16-15-0140,Judge 29,0,1,21,0,11158,minimal,24.0,9-2001
2001-02-28,York,16,2,4,2468,Other,84.0,16-15-0140,Judge 29,0,1,32,0,11159,minimal,21.0,9-2001
2001-03-01,York,16,1,2,101,Drug Possesion,24.0,44-53-0375(A),Judge 29,0,1,23,1,11160,minimal,6.0,9-2001
2001-03-01,York,16,2,4,108,Drug Distribution,12.0,44-53-0445(B)(2),Judge 29,0,1,34,1,11161,minimal,3.0,9-2001
2001-03-01,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 29,0,0,38,0,11162,moderate,0.0,9-2001
2001-03-01,York,16,2,8,385,Rape,12.0,16-03-0655(1),Judge 29,0,1,20,1,11163,minimal,10.2,9-2001
2001-03-01,York,16,2,6,395,Homicide,144.0,56-05-2945(A)(2),Judge 29,0,1,47,0,11164,none,122.39999999999999,9-2001
2001-03-01,York,16,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 29,0,0,38,0,11165,none,0.0,9-2001
2001-03-01,York,16,1,2,522,Theft,0.0,16-13-0420(B)(2),Judge 29,0,0,31,0,11166,minimal,0.0,9-2001
2001-03-01,York,16,1,4,2468,Other,96.0,16-15-0140,Judge 29,0,1,53,0,11167,moderate,24.0,9-2001
2001-03-02,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,20,1,11168,none,0.0,9-2001
2001-03-02,York,16,1,2,101,Drug Possesion,36.0,44-53-0375(A),Judge 29,0,1,26,1,11169,moderate,9.0,9-2001
2001-03-02,York,16,2,7,113,Drug Distribution,72.0,44-53-0375(B)(2),Judge 29,0,1,19,1,11170,minimal,61.199999999999996,9-2001
2001-03-02,York,16,5,7,113,Drug Distribution,84.0,44-53-0375(B)(2),Judge 29,0,1,31,1,11171,moderate,71.39999999999999,9-2001
2001-03-02,York,16,1,3,421,Fraud,0.0,16-13-0230(B)(3),Judge 29,0,0,25,1,11172,minimal,0.0,9-2001
2001-03-02,York,16,4,7,451,Drug Distribution,180.0,44-53-0375(C)(1)(b),Judge 29,0,1,24,1,11173,minimal,153.0,9-2001
2001-03-02,York,16,2,4,2527,Other,9.0,24-13-0410,Judge 29,0,1,17,1,11174,none,2.25,9-2001
2001-03-26,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,33,1,11175,moderate,0.0,13-2001
2001-03-26,York,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 29,0,0,18,1,11176,minimal,0.0,13-2001
2001-03-26,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,22,0,11177,none,0.0,13-2001
2001-03-26,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,21,1,11178,none,0.0,13-2001
2001-03-26,Abbeville,8,1,2,101,Drug Possesion,36.0,44-53-0375(A),Judge 29,0,1,49,1,11179,moderate,9.0,13-2001
2001-03-26,York,16,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 29,0,0,40,1,11180,none,0.0,13-2001
2001-03-26,York,16,1,2,183,Drug Distribution,0.0,44-53-0370(b)(1),Judge 29,0,0,18,0,11181,none,0.0,13-2001
2001-03-26,York,16,2,2,186,Drug Distribution,12.0,44-53-0370(b)(2),Judge 29,0,1,27,0,11182,moderate,3.0,13-2001
2001-03-26,York,16,1,2,659,Drug Possesion,0.0,44-53-0370(d)(3),Judge 29,0,0,17,0,11183,none,0.0,13-2001
2001-03-26,York,16,1,1,800,Fraud,0.0,"34-11-0060, 0090(b)",Judge 29,0,0,49,1,11184,none,0.0,13-2001
2001-03-27,York,16,2,4,108,Drug Distribution,30.0,44-53-0445(B)(2),Judge 29,0,1,21,0,11185,none,7.5,13-2001
2001-03-27,York,16,1,2,2364,Other,0.0,"16-23-0030, 0050(A)(1)",Judge 29,1,0,45,0,11186,none,0.0,13-2001
2001-03-28,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,40,1,11187,minimal,0.0,13-2001
2001-03-28,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,17,1,11188,none,0.0,13-2001
2001-03-28,York,16,3,2,101,Drug Possesion,36.0,44-53-0375(A),Judge 29,0,1,50,1,11189,moderate,9.0,13-2001
2001-03-28,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 29,0,0,42,0,11190,minimal,0.0,13-2001
2001-03-28,York,16,1,2,186,Drug Distribution,0.0,44-53-0370(b)(2),Judge 29,0,0,20,0,11191,none,0.0,13-2001
2001-03-28,York,16,1,1,202,Other,0.0,16-23-0465,Judge 29,0,0,25,1,11192,minimal,0.0,13-2001
2001-03-28,York,16,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 29,0,0,20,0,11193,none,0.0,13-2001
2001-03-28,York,16,1,1,781,Other,0.0,"C/L, 17-25-0030",Judge 29,0,0,22,0,11194,minimal,0.0,13-2001
2001-03-29,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,37,0,11195,minimal,0.0,13-2001
2001-03-29,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,19,1,11196,none,0.0,13-2001
2001-03-29,York,16,1,2,186,Drug Distribution,24.0,44-53-0370(b)(2),Judge 29,1,1,30,0,11197,moderate,6.0,13-2001
2001-03-29,York,16,4,3,187,Drug Distribution,24.0,44-53-0370(b)(2),Judge 29,0,1,22,0,11198,minimal,6.0,13-2001
2001-03-29,York,16,1,1,189,Drug Distribution,0.0,44-53-0370(b)(3),Judge 29,0,0,44,0,11199,none,0.0,13-2001
2001-04-09,York,16,3,4,80,Burglary,36.0,16-11-0312(A),Judge 29,0,1,35,0,11200,none,9.0,15-2001
2001-04-12,York,16,1,2,49,Other,0.0,16-17-0410,Judge 29,0,0,33,0,11201,none,0.0,15-2001
2001-04-12,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,41,1,11202,none,0.0,15-2001
2001-04-12,York,16,1,2,122,Other,0.0,16-23-0410,Judge 29,0,0,27,1,11203,minimal,0.0,15-2001
2001-04-12,York,16,2,2,183,Drug Distribution,48.0,44-53-0370(b)(1),Judge 29,0,1,22,0,11204,minimal,12.0,15-2001
2001-04-12,York,16,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 29,0,0,33,0,11205,none,0.0,15-2001
2001-04-12,York,16,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 29,0,0,50,0,11206,minimal,0.0,15-2001
2001-04-12,York,16,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 29,0,0,32,1,11207,none,0.0,15-2001
2001-04-12,York,16,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 29,0,0,21,0,11208,none,0.0,15-2001
2001-04-12,York,16,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 29,0,0,28,0,11209,minimal,0.0,15-2001
2001-04-12,York,16,2,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,43,1,11210,moderate,0.0,15-2001
2001-04-12,York,16,9,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,31,0,11211,minimal,0.0,15-2001
2001-04-12,York,16,6,4,2468,Other,60.0,16-15-0140,Judge 29,0,1,22,0,11212,moderate,15.0,15-2001
2001-04-16,Newberry,8,5,3,13,Assault,48.0,"C/L, 17-25-0030",Judge 29,0,1,30,1,11213,moderate,12.0,16-2001
2001-04-16,Union,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,19,1,11214,none,0.0,16-2001
2001-04-16,Union,16,1,2,57,Other,0.0,56-01-1100,Judge 29,0,0,23,1,11215,moderate,0.0,16-2001
2001-04-16,Union,16,3,3,422,Fraud,60.0,16-13-0240(1),Judge 29,0,1,38,0,11216,minimal,15.0,16-2001
2001-04-16,Union,16,1,2,2396,Other,0.0,56-05-0750(B)(2),Judge 29,0,0,28,1,11217,none,0.0,16-2001
2001-04-19,Union,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,18,0,11218,none,0.0,16-2001
2001-04-19,Union,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 29,0,0,27,1,11219,minimal,0.0,16-2001
2001-04-19,Union,16,11,8,79,Burglary,120.0,16-11-0311,Judge 29,0,1,36,1,11220,moderate,102.0,16-2001
2001-04-19,Union,16,1,4,137,Robbery,0.0,16-11-0325,Judge 29,0,0,27,0,11221,none,0.0,16-2001
2001-04-19,Union,16,1,4,137,Robbery,0.0,16-11-0325,Judge 29,0,0,26,0,11222,none,0.0,16-2001
2001-04-19,Union,16,1,1,176,Drug Possesion,0.0,44-53-0370(d)(1),Judge 29,0,0,52,1,11223,minimal,0.0,16-2001
2001-04-19,Spartanburg,7,1,3,2414,Other,12.0,16-01-0055,Judge 29,0,1,31,0,11224,minimal,3.0,16-2001
2001-04-19,Union,16,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,34,1,11225,minimal,0.0,16-2001
2001-04-23,York,16,8,5,14,Assault,168.0,16-03-0620,Judge 29,0,1,25,0,11226,moderate,142.79999999999998,17-2001
2001-04-23,York,16,8,5,14,Assault,120.0,16-03-0620,Judge 29,0,1,21,0,11227,none,102.0,17-2001
2001-04-24,York,16,2,2,186,Drug Distribution,60.0,44-53-0370(b)(2),Judge 29,0,1,56,0,11228,moderate,15.0,17-2001
2001-04-25,York,16,1,2,100,Drug Possesion,24.0,44-53-0375(A),Judge 29,0,1,29,1,11229,moderate,6.0,17-2001
2001-04-25,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,19,1,11230,none,0.0,17-2001
2001-04-25,York,16,2,3,107,Drug Distribution,24.0,44-53-0445(B)(1),Judge 29,0,1,31,1,11231,moderate,6.0,17-2001
2001-04-25,York,16,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 29,0,0,35,0,11232,minimal,0.0,17-2001
2001-04-25,York,16,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 29,0,0,21,0,11233,none,0.0,17-2001
2001-04-26,York,16,2,3,87,Other,0.0,"16-17-0430(A)(1)(2)(4), (B)(1)",Judge 29,0,0,31,1,11234,minimal,0.0,17-2001
2001-04-26,York,16,8,6,392,Drug Distribution,204.0,44-53-0375(C)(2)(a),Judge 29,0,1,23,1,11235,minimal,173.4,17-2001
2001-04-27,York,16,2,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,35,1,11236,minimal,0.0,17-2001
2001-04-27,York,16,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 29,0,0,19,1,11237,minimal,0.0,17-2001
2001-04-27,York,16,1,3,2360,Drug Distribution,12.0,44-53-0370(e)(1)(a)1,Judge 29,0,1,45,1,11238,minimal,3.96,17-2001
2001-04-27,York,16,1,1,2558,Fraud,0.0,16-13-0437,Judge 29,0,0,27,1,11239,minimal,0.0,17-2001
2001-05-14,York,16,1,3,87,Other,0.0,"16-17-0430(A)(1)(2)(4), (B)(1)",Judge 29,0,0,44,0,11240,none,0.0,20-2001
2001-05-14,York,16,2,1,91,Other,0.0,16-15-0130,Judge 29,0,0,36,0,11241,moderate,0.0,20-2001
2001-05-14,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,23,0,11242,none,0.0,20-2001
2001-05-14,York,16,1,4,2468,Other,0.0,16-15-0140,Judge 29,0,0,46,0,11243,minimal,0.0,20-2001
2001-05-14,York,16,1,3,2877,Other,0.0,"16-13-0110(B)(1), 16-01-0057",Judge 29,0,0,43,1,11244,minimal,0.0,20-2001
2001-05-15,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,19,0,11245,minimal,0.0,20-2001
2001-05-16,York,16,1,2,112,Drug Distribution,38.0,44-53-0375(B)(1),Judge 29,0,1,33,1,11246,minimal,9.5,20-2001
2001-05-16,York,16,4,7,113,Drug Distribution,48.0,44-53-0375(B)(2),Judge 29,0,1,38,1,11247,moderate,40.8,20-2001
2001-05-16,York,16,2,3,450,Drug Distribution,72.0,44-53-0375(C)(1)(a),Judge 29,0,1,36,1,11248,minimal,23.76,20-2001
2001-05-17,York,16,7,4,86,Burglary,48.0,16-11-0312(B),Judge 29,0,1,30,0,11249,moderate,15.84,20-2001
2001-05-17,York,16,2,3,430,Theft,30.0,16-21-0080(3),Judge 29,0,1,22,0,11250,minimal,7.5,20-2001
2001-05-17,York,16,1,2,553,Theft,0.0,"38-55-0170(2), 16-01-0057",Judge 29,0,0,37,0,11251,moderate,0.0,20-2001
2001-05-17,York,16,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,19,0,11252,none,0.0,20-2001
2001-05-18,York,16,1,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 29,0,0,22,0,11253,minimal,0.0,20-2001
2001-05-18,York,16,1,4,2468,Other,6.0,16-15-0140,Judge 29,0,1,35,0,11254,minimal,1.5,20-2001
2001-05-29,York,16,5,4,80,Burglary,96.0,16-11-0312(A),Judge 29,0,1,27,1,11255,moderate,24.0,22-2001
2001-05-29,York,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,23,1,11256,minimal,0.0,22-2001
2001-05-29,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 29,0,0,53,0,11257,none,0.0,22-2001
2001-05-29,York,16,1,2,165,Other,12.0,"56-05-2930, 2940(4)",Judge 29,0,1,35,0,11258,extensive,3.0,22-2001
2001-05-29,York,16,5,2,420,Fraud,0.0,16-13-0230(B)(2),Judge 29,0,0,29,0,11259,minimal,0.0,22-2001
2001-05-29,York,16,1,3,494,Other,0.0,16-11-0510(B)(1),Judge 29,0,0,17,1,11260,minimal,0.0,22-2001
2001-05-29,York,16,2,2,513,Theft,12.0,16-13-0180(2),Judge 29,0,1,18,1,11261,none,3.0,22-2001
2001-05-29,York,16,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,35,1,11262,none,0.0,22-2001
2001-05-29,York,16,4,2,2427,Fraud,6.0,16-13-0010(B)(2),Judge 29,0,1,18,0,11263,moderate,1.5,22-2001
2001-05-30,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 29,0,0,38,0,11264,voluminous,0.0,22-2001
2001-05-31,York,16,1,2,57,Other,0.0,56-01-1100,Judge 29,0,0,34,1,11265,minimal,0.0,22-2001
2001-05-31,York,16,2,2,112,Drug Distribution,36.0,44-53-0375(B)(1),Judge 29,0,1,31,1,11266,extensive,9.0,22-2001
2001-05-31,York,16,1,1,164,Other,0.0,"56-05-2930, 2940(3)",Judge 29,0,0,25,0,11267,minimal,0.0,22-2001
2001-05-31,York,16,1,8,385,Rape,96.0,16-03-0655(1),Judge 29,0,1,17,1,11268,none,81.6,22-2001
2001-05-31,York,16,1,2,2597,Fraud,0.0,16-17-0722(B),Judge 29,0,0,24,0,11269,none,0.0,22-2001
2001-06-05,Union,16,12,4,80,Burglary,84.0,16-11-0312(A),Judge 29,0,1,32,1,11270,extensive,21.0,23-2001
2001-06-08,Clarendon,3,2,8,116,Homicide,360.0,"16-03-0010, 0020",Judge 29,0,1,36,0,11271,none,360.0,23-2001
2001-06-11,York,16,3,7,139,Robbery,192.0,16-11-0330(A),Judge 29,0,1,17,1,11272,none,163.2,24-2001
2001-06-12,York,16,2,7,139,Robbery,192.0,16-11-0330(A),Judge 29,0,1,19,1,11273,moderate,163.2,24-2001
2001-06-13,York,16,2,8,79,Burglary,144.0,16-11-0311,Judge 29,0,1,16,0,11274,none,122.39999999999999,24-2001
2001-06-14,York,16,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 29,0,0,40,1,11275,none,0.0,24-2001
2001-06-14,York,16,1,2,57,Other,0.0,56-01-1100,Judge 29,0,0,28,0,11276,minimal,0.0,24-2001
2001-06-14,York,16,6,2,101,Drug Possesion,60.0,44-53-0375(A),Judge 29,0,1,25,1,11277,moderate,15.0,24-2001
2001-06-14,York,16,1,4,108,Drug Distribution,0.0,44-53-0445(B)(2),Judge 29,0,0,37,1,11278,extensive,0.0,24-2001
2001-06-14,York,16,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 29,0,0,40,1,11279,none,0.0,24-2001
2001-06-14,York,16,1,2,1345,Theft,12.0,34-03-0110(B),Judge 29,0,1,39,0,11280,none,3.0,24-2001
2001-06-14,York,16,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 29,0,0,40,0,11281,none,0.0,24-2001
2001-06-14,York,16,1,1,2558,Fraud,0.0,16-13-0437,Judge 29,0,0,27,1,11282,none,0.0,24-2001
2001-06-15,York,16,1,1,2404,Other,0.0,16-03-1720(B),Judge 29,0,0,26,0,11283,none,0.0,24-2001
2001-06-18,Union,16,1,3,9,Assault,0.0,Common Law,Judge 29,0,0,44,0,11284,minimal,0.0,25-2001
2001-06-18,Union,16,1,1,65,Other,0.0,56-05-0750(B)(1),Judge 29,0,0,23,1,11285,moderate,0.0,25-2001
2001-06-18,Union,16,2,2,2427,Fraud,30.0,16-13-0010(B)(2),Judge 29,0,1,32,0,11286,voluminous,7.5,25-2001
2001-06-18,Union,16,2,6,2551,Other,0.0,16-11-0110(B),Judge 29,0,0,41,0,11287,none,0.0,25-2001
2001-06-19,Union,16,1,1,48,Other,0.0,16-17-0490,Judge 29,0,0,26,0,11288,none,0.0,25-2001
2001-06-19,Union,16,2,3,256,Other,60.0,16-09-0320(B),Judge 29,0,1,20,0,11289,minimal,15.0,25-2001
2001-06-19,Union,16,1,2,2587,Drug Distribution,0.0,44-53-0370(g)(2)(a),Judge 29,0,0,30,1,11290,moderate,0.0,25-2001
2001-06-20,Union,16,1,3,8,Other,0.0,16-11-0110(C),Judge 29,0,0,18,0,11291,none,0.0,25-2001
2001-06-20,Union,16,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 29,0,0,17,1,11292,none,0.0,25-2001
2001-06-20,Union,16,2,8,385,Rape,120.0,16-03-0655(1),Judge 29,0,1,46,0,11293,moderate,102.0,25-2001
2001-06-20,Union,16,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,46,1,11294,voluminous,0.0,25-2001
2001-06-20,Union,16,1,5,2766,Other,24.0,16-03-0095(A),Judge 29,0,1,32,1,11295,minimal,20.4,25-2001
,Richland,5,1,3,13,Assault,60.0,"C/L, 17-25-0030",Judge 29,0,1,48,0,11296,none,15.0,
,Sumter,3,9,3,13,Assault,72.0,"C/L, 17-25-0030",Judge 29,0,1,29,1,11297,moderate,18.0,
,York,16,1,5,14,Assault,84.0,16-03-0620,Judge 29,0,1,30,0,11298,minimal,71.39999999999999,
,Union,16,2,5,14,Assault,96.0,16-03-0620,Judge 29,0,1,21,0,11299,minimal,81.6,
,York,16,1,1,27,Drug Possesion,24.0,44-53-0420,Judge 29,0,1,44,1,11300,minimal,6.0,
,Lee,3,1,2,49,Other,47.0,16-17-0410,Judge 29,0,1,21,1,11301,minimal,11.75,
,Williamsburg,3,2,4,80,Burglary,36.0,16-11-0312(A),Judge 29,0,1,21,1,11302,none,9.0,
,Union,16,2,4,80,Burglary,36.0,16-11-0312(A),Judge 29,0,1,33,1,11303,moderate,9.0,
,York,16,2,4,80,Burglary,54.0,16-11-0312(A),Judge 29,0,1,26,1,11304,none,13.5,
,Sumter,3,11,4,86,Burglary,120.0,16-11-0312(B),Judge 29,0,1,20,1,11305,moderate,39.6,
,Williamsburg,3,2,4,86,Burglary,84.0,16-11-0312(B),Judge 29,0,1,30,1,11306,moderate,27.720000000000002,
,Lee,3,3,4,86,Burglary,48.0,16-11-0312(B),Judge 29,0,1,25,1,11307,minimal,15.84,
,Sumter,3,1,2,100,Drug Possesion,60.0,44-53-0375(A),Judge 29,0,1,39,1,11308,none,15.0,
,York,16,1,2,100,Drug Possesion,24.0,44-53-0375(A),Judge 29,0,1,37,1,11309,minimal,6.0,
,York,16,1,4,108,Drug Distribution,60.0,44-53-0445(B)(2),Judge 29,0,1,25,1,11310,moderate,15.0,
,Williamsburg,3,1,2,112,Drug Distribution,12.0,44-53-0375(B)(1),Judge 29,0,1,23,1,11311,none,3.0,
,Sumter,3,1,2,122,Other,24.0,16-23-0410,Judge 29,0,1,20,1,11312,none,6.0,
,Union,16,4,4,137,Robbery,36.0,16-11-0325,Judge 29,0,1,21,1,11313,extensive,9.0,
,Williamsburg,3,7,2,165,Other,24.0,"56-05-2930, 2940(4)",Judge 29,0,1,45,1,11314,moderate,6.0,
,Williamsburg,3,4,3,187,Drug Distribution,36.0,44-53-0370(b)(2),Judge 29,0,1,28,1,11315,moderate,9.0,
,York,16,2,2,427,Burglary,24.0,16-11-0313,Judge 29,0,1,18,1,11316,none,6.0,
,Horry,15,1,2,478,Theft,0.0,16-13-0030(B)(1),Judge 29,0,0,19,0,11317,moderate,0.0,
,Sumter,3,4,3,479,Theft,24.0,16-13-0030(B)(2),Judge 29,0,1,31,1,11318,extensive,6.0,
,York,16,1,1,685,Other,36.0,"16-25-0020, 0040",Judge 29,0,1,42,1,11319,none,9.0,
,Clarendon,3,0,3,2390,Assault,36.0,"16-25-0065, 17-25-0030",Judge 29,0,1,51,1,11320,minimal,9.0,
,Lee,3,1,4,2413,Other,8.2,16-01-0055,Judge 29,0,1,24,1,11321,minimal,2.049999952316284,
,Sumter,3,1,2,2427,Fraud,52.0,16-13-0010(B)(2),Judge 29,0,1,44,0,11322,voluminous,13.0,
,Union,16,2,2,2427,Fraud,21.0,16-13-0010(B)(2),Judge 29,0,1,38,0,11323,voluminous,5.25,
,Horry,15,1,2,2427,Fraud,0.0,16-13-0010(B)(2),Judge 29,0,0,22,0,11324,moderate,0.0,
,Williamsburg,3,3,3,2481,Other,24.0,20-07-0050,Judge 29,0,1,28,1,11325,moderate,6.0,
2000-07-27,Greenwood,8,1,2,2427,Fraud,24.0,16-13-0010(B)(2),Judge 30,0,1,30,1,11326,moderate,6.0,30-2000
2000-08-07,Greenville,13,1,3,450,Drug Distribution,60.0,44-53-0375(C)(1)(a),Judge 30,0,1,34,1,11327,none,19.8,32-2000
2000-08-09,Greenville,13,1,4,80,Burglary,180.0,16-11-0312(A),Judge 30,1,1,31,1,11328,voluminous,45.0,32-2000
2000-08-21,Greenville,13,1,3,2390,Assault,0.0,"16-25-0065, 17-25-0030",Judge 30,0,0,45,0,11329,minimal,0.0,34-2000
2000-08-24,Greenville,13,2,8,2417,Other,11988.0,17-25-0045,Judge 30,1,1,50,1,11330,voluminous,470.0,34-2000
2000-09-06,Greenville,13,1,8,2417,Other,11988.0,17-25-0045,Judge 30,1,1,51,0,11331,voluminous,470.0,36-2000
2000-10-04,Anderson,10,1,2,57,Other,12.0,56-01-1100,Judge 30,0,1,36,1,11332,extensive,3.0,40-2000
2000-10-29,Greenville,13,3,3,13,Assault,300.0,"C/L, 17-25-0030",Judge 30,0,1,21,1,11333,moderate,75.0,43-2000
2000-11-08,Greenville,13,3,5,188,Drug Distribution,72.0,44-53-0370(b)(2),Judge 30,1,1,24,0,11334,moderate,72.0,45-2000
2000-11-08,Greenville,13,1,2,258,Burglary,0.0,"16-13-0160(1)(2), (B)",Judge 30,0,0,18,1,11335,minimal,0.0,45-2000
2000-11-13,Greenville,13,5,7,114,Drug Distribution,72.0,44-53-0375(B)(3),Judge 30,0,1,40,1,11336,minimal,61.199999999999996,46-2000
2000-11-17,Greenville,13,1,6,2551,Other,72.0,16-11-0110(B),Judge 30,0,1,38,0,11337,moderate,61.199999999999996,46-2000
2000-12-12,Greenville,13,1,3,13,Assault,0.0,"C/L, 17-25-0030",Judge 30,0,0,26,1,11338,none,0.0,50-2000
2000-12-12,Greenville,13,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 30,0,0,44,0,11339,minimal,0.0,50-2000
2000-12-12,Greenville,13,1,2,112,Drug Distribution,48.0,44-53-0375(B)(1),Judge 30,0,1,60,1,11340,extensive,12.0,50-2000
2000-12-12,Greenville,13,1,3,479,Theft,96.0,16-13-0030(B)(2),Judge 30,1,1,22,1,11341,moderate,24.0,50-2000
2000-12-14,Greenville,13,2,3,479,Theft,72.0,16-13-0030(B)(2),Judge 30,0,1,31,1,11342,voluminous,18.0,50-2000
2001-01-08,Anderson,10,3,4,80,Burglary,120.0,16-11-0312(A),Judge 30,0,1,27,1,11343,moderate,30.0,2-2001
2001-01-09,Anderson,10,5,3,13,Assault,120.0,"C/L, 17-25-0030",Judge 30,0,1,40,0,11344,moderate,30.0,2-2001
2001-01-09,Anderson,10,2,3,256,Other,48.0,16-09-0320(B),Judge 30,0,1,43,1,11345,voluminous,12.0,2-2001
2001-01-09,Anderson,10,1,6,392,Drug Distribution,120.0,44-53-0375(C)(2)(a),Judge 30,0,1,19,1,11346,minimal,102.0,2-2001
2001-01-11,Anderson,10,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 30,0,0,36,1,11347,moderate,0.0,2-2001
2001-01-11,Anderson,10,1,2,100,Drug Possesion,0.0,44-53-0375(A),Judge 30,0,0,45,0,11348,minimal,0.0,2-2001
2001-01-11,Anderson,10,1,2,183,Drug Distribution,48.0,44-53-0370(b)(1),Judge 30,0,1,32,1,11349,extensive,12.0,2-2001
